host;public_ip;status;attempts;city;region;country;source_point;destination;ASN;ISP;postal;timezone;latency (ms);date
bing.com;204.79.197.200;OK;1;Redmond;Washington;US;40.4133,-3.6939;47.6740,-122.1215;AS8068;Microsoft Corporation;98052;America/Los_Angeles;2.78;12-07-2023 12:25:03
blogger.com;216.58.209.73;OK;1;Madrid;Madrid;ES;40.4133,-3.6939;40.4165,-3.7026;AS15169;Google LLC;28004;Europe/Madrid;4.71;12-07-2023 12:25:03
blogs.route53.opera.com;N/A;KO;3;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:04
Blogspot.com;142.250.184.169;OK;1;Madrid;Madrid;ES;40.4133,-3.6939;40.4165,-3.7026;AS15169;Google LLC;28004;Europe/Madrid;4.23;12-07-2023 12:25:05
bluehost.com;104.18.28.109;OK;1;San Francisco;California;US;40.4133,-3.6939;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.67;12-07-2023 12:25:05
bmcebank.ma;212.217.29.195;OK;2;Casablanca;Casablanca-Settat;MA;40.4133,-3.6939;33.5883,-7.6114;AS6713;Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM;29640;Africa/Casablanca;22.2;12-07-2023 12:25:06
bmce-intl.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:06
bnl.it;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:06
bnpparibas.es;104.83.176.186;OK;1;Madrid;Madrid;ES;40.4133,-3.6939;40.3948,-3.7463;AS16625;Akamai Technologies, Inc.;28047;Europe/Madrid;2.40;12-07-2023 12:25:06
boing.es;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:06
booking.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:06
burguerkingencasa.es;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0,0.0;N/A;N/A;N/A;N/A;0.0;12-07-2023 12:25:06
buysellads.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:07
buzznet.com;35.231.208.25;OK;2;Columbia;South Carolina;US;40.4133,-3.6939;34.0007,-81.0348;AS396982;Google LLC;29201;America/New_York;92.2;12-07-2023 12:25:07
cadena100.es;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:07
cadenadial.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:07
cadenaser.com;2.16.54.165;OK;1;Madrid;Madrid;ES;40.4133,-3.6939;40.3948,-3.7463;AS20940;Akamai International B.V.;28047;Europe/Madrid;3.34;12-07-2023 12:25:08
caixabank.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:08
caixabank.es;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:08
callstats.io;N/A;KO;3;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:09
canalextremadura.es;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:09
canalsur.es;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:09
carbonads.net;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:09
care2.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:09
caringbridge.org;108.157.109.82;OK;1;Madrid;Madrid;ES;40.4133,-3.6939;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28004;Europe/Madrid;3.01;12-07-2023 12:25:09
casadellibro.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:09
casalemedia.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:09
cashconverters.es;108.157.98.48;OK;1;Madrid;Madrid;ES;40.4133,-3.6939;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28004;Europe/Madrid;2.67;12-07-2023 12:25:09
cashparking.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:09
ccma.cat;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:09
c-date.es;93.104.242.20;OK;1;Thannhausen;Bavaria;DE;40.4133,-3.6939;48.2833,10.4692;AS8767;M-net Telekommunikations GmbH;86470;Europe/Berlin;35.7;12-07-2023 12:25:10
cdkeys.com;172.67.69.86;OK;1;San Francisco;California;US;40.4133,-3.6939;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.06;12-07-2023 12:25:10
cecabank.es;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:10
cherryroad.com;N/A;KO;3;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:12
chinafm.es;217.13.94.225;OK;1;Badajoz;Extremadura;ES;40.4133,-3.6939;38.8779,-6.9706;AS25487;Digital Value SL;06001;Europe/Madrid;8.61;12-07-2023 12:25:12
cinesa.es;104.18.27.207;OK;1;San Francisco;California;US;40.4133,-3.6939;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;2.67;12-07-2023 12:25:13
clarin.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:13
classmates.com;104.18.24.23;OK;1;San Francisco;California;US;40.4133,-3.6939;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;2.95;12-07-2023 12:25:13
cliver.tv;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0,0.0;N/A;N/A;N/A;N/A;0.0;12-07-2023 12:25:13
cloob.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:13
cnnespanol.go-vip.net;192.0.66.142;OK;1;San Francisco;California;US;40.4133,-3.6939;37.7509,-122.4153;AS2635;Automattic, Inc;94110;America/Los_Angeles;3.69;12-07-2023 12:25:14
coches.net;108.157.109.58;OK;1;Madrid;Madrid;ES;40.4133,-3.6939;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28004;Europe/Madrid;3.16;12-07-2023 12:25:14
comercios.ceca.es;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:14
comlaude.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:14
constantcontact.com;208.75.122.14;OK;3;Boston;Massachusetts;US;40.4133,-3.6939;42.3584,-71.0598;AS40444;Constant Contact, Inc;02108;America/New_York;103;12-07-2023 12:25:15
cootlogix.com;34.117.168.233;OK;1;Kansas City;Missouri;US;40.4133,-3.6939;39.0997,-94.5786;AS396982;Google LLC;64106;America/Chicago;3.49;12-07-2023 12:25:15
cope.es;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:15
couchsurfing.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:16
crashlytics.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:16
criteo.com;52.84.174.80;OK;1;Paris;Île-de-France;FR;40.4133,-3.6939;48.8534,2.3488;AS16509;Amazon.com, Inc.;75000;Europe/Paris;24.1;12-07-2023 12:25:16
crtvg.es;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:16
cuatro.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:16
dailymotion.com;195.8.215.136;OK;1;Paris;Île-de-France;FR;40.4133,-3.6939;48.8534,2.3488;AS41690;Dailymotion S.A.;75000;Europe/Paris;22.7;12-07-2023 12:25:17
db.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:17
dbonline.deutsche-bank.es;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:17
deezer.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:17
icio.us;N/A;KO;3;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:17
deliveroo.es;104.18.26.160;OK;1;San Francisco;California;US;40.4133,-3.6939;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;2.73;12-07-2023 12:25:18
delivery.karmabu.cdn.orange.com;90.84.143.153;OK;1;Paris;Île-de-France;FR;40.4133,-3.6939;48.8534,2.3488;AS5511;Orange S.A.;75000;Europe/Paris;10.4;12-07-2023 12:25:18
deloitte.com;170.194.156.208;OK;3;Reston;Virginia;US;40.4133,-3.6939;38.9687,-77.3411;AS26342;Deloitte Touche Tohmatsu Services, Inc.;20190;America/New_York;108;12-07-2023 12:25:19
deviantart.com;108.157.98.92;OK;1;Madrid;Madrid;ES;40.4133,-3.6939;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28004;Europe/Madrid;18.0;12-07-2023 12:25:20
diasp.org;N/A;KO;3;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:20
disneyplus.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:20
divinity.es;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:20
divxtotal.com;104.21.45.235;OK;1;San Francisco;California;US;40.4133,-3.6939;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.94;12-07-2023 12:25:21
divxtotal3.net;91.195.240.117;OK;3;Munich;Bavaria;DE;40.4133,-3.6939;48.1374,11.5755;AS47846;SEDO GmbH;80331;Europe/Berlin;39.9;12-07-2023 12:25:22
dixmax.com;188.114.96.5;OK;1;San Francisco;California;US;40.4133,-3.6939;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;4.04;12-07-2023 12:25:22
dl.cube.lodz.karma.orange.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:22
dominospizza.es;194.224.110.10;OK;1;Madrid;Madrid;ES;40.4133,-3.6939;40.4165,-3.7026;AS3352;TELEFONICA DE ESPANA S.A.U.;28004;Europe/Madrid;4.93;12-07-2023 12:25:23
part-0015.t-0009.t-msedge.net;13.107.213.43;OK;1;Redmond;Washington;US;40.4133,-3.6939;47.6740,-122.1215;AS8075;Microsoft Corporation;98052;America/Los_Angeles;2.73;12-07-2023 12:25:23
doubleclick.com;142.250.185.14;OK;1;Madrid;Madrid;ES;40.4133,-3.6939;40.4165,-3.7026;AS15169;Google LLC;28004;Europe/Madrid;4.83;12-07-2023 12:25:23
doubleclick.net;216.58.215.142;OK;1;Madrid;Madrid;ES;40.4133,-3.6939;40.4165,-3.7026;AS15169;Google LLC;28004;Europe/Madrid;3.44;12-07-2023 12:25:24
dribbble.com;192.229.220.206;OK;2;Culver City;California;US;40.4133,-3.6939;33.9728,-118.4276;AS15133;Edgecast Inc.;90094;America/Los_Angeles;5.80;12-07-2023 12:25:25
dropbox.com;162.125.248.18;OK;2;San Francisco;California;US;40.4133,-3.6939;37.7621,-122.3971;AS19679;Dropbox, Inc.;94107;America/Los_Angeles;3.72;12-07-2023 12:25:25
ds-hostingsolutions.net;15.197.172.60;OK;2;Seattle;Washington;US;40.4133,-3.6939;47.6339,-122.3476;AS16509;Amazon.com, Inc.;98109;America/Los_Angeles;2.82;12-07-2023 12:25:26
dwolla.com;104.16.76.153;OK;1;San Francisco;California;US;40.4133,-3.6939;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;2.99;12-07-2023 12:25:26
ebay.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:26
ebay.es;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:26
ebnbanco.com;N/A;N/A;0;N/A;N/A;N/A;40.4133,-3.6939;0.0, 0.0;N/A;N/A;0;N/A;0.0;12-07-2023 12:25:26
edarling.es;104.18.30.109;OK;1;San Francisco;California;US;40.4133,-3.6939;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;2.82;12-07-2023 12:25:27
edreams.es;35.246.196.126;OK;1;Frankfurt am Main;Hesse;DE;40.4133,-3.6939;50.1155,8.6842;AS396982;Google LLC;60306;Europe/Berlin;30.6;12-07-2023 12:25:27
ehu.eus;158.227.0.65;OK;2;Bilbao;Basque Country;ES;40.4133,-3.6939;43.3013,-3.0046;AS15488;Universidad del Pais Vasco - Euskal Herriko Unibertsitatea;48510;Europe/Madrid;13.8;12-07-2023 12:25:28
