host;public_ip;status;attempts;city;region;country;source_point;destination;ASN;ISP;postal;timezone;latency (ms);date
bancopopular.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0,0.0;N/A;N/A;N/A;N/A;0.0;18-08-2023 20:20:00
avast.com;23.39.78.61;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS16625;Akamai Technologies, Inc.;28004;Europe/Madrid;3.25;18-08-2023 20:20:00
avg.com;N/A;KO;3;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:00
bankia.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:00
bankinter.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:01
bankoa.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:01
baidu.com;N/A;KO;3;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:01
bantierra.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:01
bankofbeijing.com.cn;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:01
dr49lng3n1n2s.cloudfront.net;18.67.247.231;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28004;Europe/Madrid;3.30;18-08-2023 20:20:01
be.ceca.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:01
bancsabadell.com;96.16.88.180;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS20940;Akamai International B.V.;28004;Europe/Madrid;2.87;18-08-2023 20:20:01
bancosantander.es;2.19.150.192;OK;2;London;England;GB;40.4165,-3.7026;51.5085,-0.1257;AS16625;Akamai Technologies, Inc.;EC1A;Europe/London;25.2;18-08-2023 20:20:02
bbva.es;23.39.77.202;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS16625;Akamai Technologies, Inc.;28004;Europe/Madrid;3.37;18-08-2023 20:20:02
bemad.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:02
bandcamp.com;151.101.130.132;OK;3;San Francisco;California;US;40.4165,-3.7026;37.7621,-122.3971;AS54113;Fastly, Inc.;94107;America/Los_Angeles;3.50;18-08-2023 20:20:02
barclays.co.uk;23.223.98.199;OK;2;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS16625;Akamai Technologies, Inc.;28004;Europe/Madrid;3.35;18-08-2023 20:20:02
bebee.com;N/A;KO;3;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:02
be2.es;62.245.131.118;OK;2;Munich;Bavaria;DE;40.4165,-3.7026;48.1374,11.5755;AS8767;M-net Telekommunikations GmbH;80331;Europe/Berlin;36.7;18-08-2023 20:20:02
beinconnect.es;18.154.41.35;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28004;Europe/Madrid;3.10;18-08-2023 20:20:03
bing.com;204.79.197.200;OK;1;Redmond;Washington;US;40.4165,-3.7026;47.6740,-122.1215;AS8068;Microsoft Corporation;98052;America/Los_Angeles;4.02;18-08-2023 20:20:03
blogs.route53.opera.com;N/A;KO;3;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:03
bmce-intl.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:03
bnl.it;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:03
bet365.es;5.226.179.12;OK;2;Basford, Stoke-on-Trent;England;GB;40.4165,-3.7026;53.0163,-2.2123;AS209242;Cloudflare London, LLC;ST5;Europe/London;3.13;18-08-2023 20:20:03
blogger.com;172.217.168.169;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS15169;Google LLC;28004;Europe/Madrid;3.52;18-08-2023 20:20:03
boing.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:03
booking.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:03
buysellads.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:03
burguerkingencasa.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0,0.0;N/A;N/A;N/A;N/A;0.0;18-08-2023 20:20:03
cadena100.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:03
cadenadial.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:03
Blogspot.com;142.250.201.73;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS15169;Google LLC;28004;Europe/Madrid;3.77;18-08-2023 20:20:03
caixabank.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:03
caixabank.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:03
bluehost.com;104.18.28.109;OK;1;San Francisco;California;US;40.4165,-3.7026;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.60;18-08-2023 20:20:04
canalextremadura.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:04
canalsur.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:04
carbonads.net;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:04
care2.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:04
bmcebank.ma;212.217.29.195;OK;1;Casablanca;Casablanca-Settat;MA;40.4165,-3.7026;33.5883,-7.6114;AS6713;Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM;29640;Africa/Casablanca;23.0;18-08-2023 20:20:04
casadellibro.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:04
casalemedia.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:04
bnpparibas.es;184.24.12.178;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS16625;Akamai Technologies, Inc.;28004;Europe/Madrid;2.88;18-08-2023 20:20:04
cashparking.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:04
ccma.cat;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:04
callstats.io;N/A;KO;3;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:04
cadenaser.com;2.21.37.22;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS20940;Akamai International B.V.;28004;Europe/Madrid;3.09;18-08-2023 20:20:04
cecabank.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:04
buzznet.com;34.148.19.16;OK;2;North Charleston;South Carolina;US;40.4165,-3.7026;32.8546,-79.9748;AS396982;Google LLC;29415;America/New_York;91.2;18-08-2023 20:20:04
caringbridge.org;108.157.109.47;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28004;Europe/Madrid;3.56;18-08-2023 20:20:05
cdkeys.com;104.26.15.122;OK;1;San Francisco;California;US;40.4165,-3.7026;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.45;18-08-2023 20:20:05
c-date.es;62.245.131.118;OK;1;Munich;Bavaria;DE;40.4165,-3.7026;48.1374,11.5755;AS8767;M-net Telekommunikations GmbH;80331;Europe/Berlin;37.5;18-08-2023 20:20:05
cashconverters.es;108.157.98.56;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28004;Europe/Madrid;3.52;18-08-2023 20:20:05
clarin.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:05
cloob.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:05
cliver.tv;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0,0.0;N/A;N/A;N/A;N/A;0.0;18-08-2023 20:20:05
cherryroad.com;N/A;KO;3;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:05
comercios.ceca.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:05
comlaude.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:05
chinafm.es;217.13.94.225;OK;1;Valencia;Valencia;ES;40.4165,-3.7026;39.4739,-0.3797;AS25487;Digital Value SL;46001;Europe/Madrid;12.2;18-08-2023 20:20:06
cinesa.es;104.18.27.207;OK;1;San Francisco;California;US;40.4165,-3.7026;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;2.62;18-08-2023 20:20:06
cope.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:06
couchsurfing.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:06
crashlytics.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:06
classmates.com;104.18.24.23;OK;1;San Francisco;California;US;40.4165,-3.7026;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.42;18-08-2023 20:20:06
crtvg.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:06
cuatro.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:06
cnnespanol.go-vip.net;192.0.66.142;OK;1;San Francisco;California;US;40.4165,-3.7026;37.7509,-122.4153;AS2635;Automattic, Inc;94110;America/Los_Angeles;3.63;18-08-2023 20:20:06
db.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:06
dbonline.deutsche-bank.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:06
deezer.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:06
coches.net;13.224.115.107;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28004;Europe/Madrid;3.22;18-08-2023 20:20:06
cootlogix.com;34.117.168.233;OK;1;Kansas City;Missouri;US;40.4165,-3.7026;39.0997,-94.5786;AS396982;Google LLC;64106;America/Chicago;2.90;18-08-2023 20:20:07
constantcontact.com;208.75.122.14;OK;1;Boston;Massachusetts;US;40.4165,-3.7026;42.3584,-71.0598;AS40444;Constant Contact, Inc;02108;America/New_York;104;18-08-2023 20:20:07
criteo.com;52.84.174.80;OK;1;Paris;Île-de-France;FR;40.4165,-3.7026;48.8534,2.3488;AS16509;Amazon.com, Inc.;75000;Europe/Paris;25.9;18-08-2023 20:20:07
icio.us;N/A;KO;3;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:07
dailymotion.com;195.8.215.136;OK;1;Paris;Île-de-France;FR;40.4165,-3.7026;48.8534,2.3488;AS41690;Dailymotion S.A.;75000;Europe/Paris;23.1;18-08-2023 20:20:07
disneyplus.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:07
divinity.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:07
deliveroo.es;104.18.26.160;OK;1;San Francisco;California;US;40.4165,-3.7026;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.58;18-08-2023 20:20:07
delivery.karmabu.cdn.orange.com;90.84.143.149;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS5511;Orange S.A.;28004;Europe/Madrid;3.45;18-08-2023 20:20:08
diasp.org;N/A;KO;3;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:08
dl.cube.lodz.karma.orange.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:08
deviantart.com;108.157.98.69;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28004;Europe/Madrid;3.19;18-08-2023 20:20:08
deloitte.com;170.194.156.208;OK;2;Astoria;New York;US;40.4165,-3.7026;40.7721,-73.9301;AS26342;Deloitte Touche Tohmatsu Services, Inc.;11102;America/New_York;111;18-08-2023 20:20:08
divxtotal.com;104.21.45.235;OK;1;San Francisco;California;US;40.4165,-3.7026;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.61;18-08-2023 20:20:08
divxtotal3.net;64.91.240.248;OK;2;Lansing;Michigan;US;40.4165,-3.7026;42.7325,-84.5555;AS32244;Liquid Web, L.L.C;48901;America/Detroit;101;18-08-2023 20:20:08
part-0015.t-0009.t-msedge.net;13.107.246.43;OK;1;Redmond;Washington;US;40.4165,-3.7026;47.6740,-122.1215;AS8075;Microsoft Corporation;98052;America/Los_Angeles;3.25;18-08-2023 20:20:09
dixmax.com;188.114.97.5;OK;1;San Francisco;California;US;40.4165,-3.7026;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.85;18-08-2023 20:20:09
dominospizza.es;194.224.110.10;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS3352;TELEFONICA DE ESPANA S.A.U.;28004;Europe/Madrid;4.81;18-08-2023 20:20:09
doubleclick.com;142.250.184.174;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS15169;Google LLC;28004;Europe/Madrid;3.39;18-08-2023 20:20:09
ebay.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:09
ebay.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:09
ebnbanco.com;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:09
doubleclick.net;142.250.201.78;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;40.4165,-3.7026;AS15169;Google LLC;28004;Europe/Madrid;3.57;18-08-2023 20:20:09
dribbble.com;192.229.220.206;OK;1;Culver City;California;US;40.4165,-3.7026;33.9728,-118.4276;AS15133;Edgecast Inc.;90094;America/Los_Angeles;2.97;18-08-2023 20:20:10
ds-hostingsolutions.net;15.197.172.60;OK;1;Seattle;Washington;US;40.4165,-3.7026;47.6339,-122.3476;AS16509;Amazon.com, Inc.;98109;America/Los_Angeles;3.08;18-08-2023 20:20:10
dropbox.com;162.125.248.18;OK;1;San Francisco;California;US;40.4165,-3.7026;37.7621,-122.3971;AS19679;Dropbox, Inc.;94107;America/Los_Angeles;4.49;18-08-2023 20:20:10
dwolla.com;104.16.75.153;OK;1;San Francisco;California;US;40.4165,-3.7026;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.45;18-08-2023 20:20:10
edarling.es;104.18.30.109;OK;1;San Francisco;California;US;40.4165,-3.7026;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;5.32;18-08-2023 20:20:10
elcorteingles.es;N/A;N/A;0;N/A;N/A;N/A;40.4165,-3.7026;0.0, 0.0;N/A;N/A;0;N/A;0.0;18-08-2023 20:20:10
edreams.es;35.246.196.126;OK;1;Frankfurt am Main;Hesse;DE;40.4165,-3.7026;50.1155,8.6842;AS396982;Google LLC;60306;Europe/Berlin;31.6;18-08-2023 20:20:11
