host;public_ip;status;attempts;city;region;country;location;organization;postal;timezone;latency (ms);date
e11956.x.akamaiedge.net;23.0.76.238;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16625 Akamai Technologies, Inc.;28009;Europe/Madrid;2.64;20-03-2023 15:06:01
j.sni.global.fastly.net;151.101.134.132;OK;2;Madrid;Madrid;ES;40.4165,-3.7026;AS54113 Fastly, Inc.;28001;Europe/Madrid;3.78;20-03-2023 15:06:01
es.hboespana.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:02
s3-website.us-east-1.amazonaws.com;52.217.68.59;OK;1;Ashburn;Virginia;US;39.0437,-77.4875;AS16509 Amazon.com, Inc.;20147;America/New_York;87.3;20-03-2023 15:06:02
f2.shared.global.fastly.net;151.101.134.2;OK;2;Madrid;Madrid;ES;40.4165,-3.7026;AS54113 Fastly, Inc.;28001;Europe/Madrid;3.11;20-03-2023 15:06:03
pop-lor1-lx.mix.linkedin.com;144.2.14.25;OK;1;Portland;Oregon;US;45.5234,-122.6762;AS14413 LinkedIn Corporation;97204;America/Los_Angeles;166;20-03-2023 15:06:03
es.mail.yahoo.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:04
cs431.wpc.chicdn.net;68.232.34.226;OK;1;Culver City;California;US;33.9728,-118.4276;AS15133 Edgecast Inc.;90094;America/Los_Angeles;3.04;20-03-2023 15:06:04
d291e33ne127py.cloudfront.net;18.154.41.123;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.10;20-03-2023 15:06:04
es.sitew.com;178.32.55.155;OK;1;Lille;Hauts-de-France;FR;50.6330,3.0586;AS16276 OVH SAS;59000;Europe/Paris;22.3;20-03-2023 15:06:05
scribd.map.fastly.net;151.101.134.152;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS54113 Fastly, Inc.;28001;Europe/Madrid;2.51;20-03-2023 15:06:05
www.wallapop.com;18.154.22.24;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.11;20-03-2023 15:06:06
es.webs.com;104.16.140.31;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.62;20-03-2023 15:06:06
es.wix.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:07
lb.wordpress.com;192.0.78.13;OK;1;San Francisco;California;US;37.7509,-122.4153;AS2635 Automattic, Inc;94110;America/Los_Angeles;3.93;20-03-2023 15:06:07
es.worldline.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:07
fp-ycpi.g03.yahoodns.net;188.125.95.240;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS10310 Oath Holdings Inc.;28001;Europe/Madrid;2.95;20-03-2023 15:06:07
esdemarca.com;35.186.206.21;OK;1;Kansas City;Missouri;US;39.0997,-94.5786;AS15169 Google LLC;64106;America/Chicago;3.20;20-03-2023 15:06:09
eset.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:09
esnoticia.net;104.21.36.33;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.39;20-03-2023 15:06:09
europafm.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:09
eurosport.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:09
everis.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:09
evobanco.com;45.60.130.20;OK;1;Redwood City;California;US;37.5331,-122.2486;AS19551 Incapsula Inc;94065;America/Los_Angeles;25.7;20-03-2023 15:06:10
expansion.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:10
expedia.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:11
ey.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:11
eyeem.com;18.154.22.50;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.26;20-03-2023 15:06:11
facebook.com;157.240.202.35;OK;1;Paris;Île-de-France;FR;48.8534,2.3488;AS32934 Facebook, Inc.;75000;Europe/Paris;22.7;20-03-2023 15:06:12
factoriadeficcion.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:12
factoriadigital.com;213.162.197.201;OK;1;Valencia;Valencia;ES;39.4697,-0.3774;AS13287 FALBOX S.L. trading as NIXVAL;46001;Europe/Madrid;7.38;20-03-2023 15:06:12
fastly.net;151.101.129.6;OK;2;San Francisco;California;US;37.7621,-122.3971;AS54113 Fastly, Inc.;94107;America/Los_Angeles;2.93;20-03-2023 15:06:13
fedex.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:13
feverup.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:13
fiba.basketball;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:13
filmaffinity.com;82.98.137.22;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS42612 DinaHosting S.L.;28001;Europe/Madrid;3.34;20-03-2023 15:06:13
filmin.es;104.18.18.203;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;2.75;20-03-2023 15:06:14
fireeye.com;162.159.246.125;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;22.5;20-03-2023 15:06:14
fishbowl.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:14
flickr.com;13.32.128.130;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.37;20-03-2023 15:06:15
flixster.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:15
fnac.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:15
forocoches.com;172.67.5.161;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.67;20-03-2023 15:06:15
fotki.com;185.12.236.31;OK;1;Tallinn;Harjumaa;EE;59.4370,24.7535;AS39823 Compic OU;10111;Europe/Tallinn;75.9;20-03-2023 15:06:16
fotocasa.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:16
redirect.lb.ccmbg.net;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:16
freeddns.noip.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:16
freedompop.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:16
fuegodevida.com;164.132.73.177;OK;1;Lille;Hauts-de-France;FR;50.6330,3.0586;AS16276 OVH SAS;59000;Europe/Paris;21.8;20-03-2023 15:06:17
funnyordie.com;192.0.78.199;OK;1;San Francisco;California;US;37.7509,-122.4153;AS2635 Automattic, Inc;94110;America/Los_Angeles;3.66;20-03-2023 15:06:17
g2a.com;172.67.36.196;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.18;20-03-2023 15:06:18
gaiaonline.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:18
game.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:18
gamovideo.com;172.67.172.75;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;2.50;20-03-2023 15:06:18
geni.com;107.154.110.111;OK;1;Redwood City;California;US;37.5331,-122.2486;AS19551 Incapsula Inc;94065;America/Los_Angeles;94.9;20-03-2023 15:06:18
ginos.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:18
global.abb;151.101.3.10;OK;1;San Francisco;California;US;37.7621,-122.3971;AS54113 Fastly, Inc.;94107;America/Los_Angeles;2.31;20-03-2023 15:06:19
gmail.com;142.250.184.165;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;2.68;20-03-2023 15:06:19
gmx.com;82.165.229.87;OK;1;Karlsruhe;Baden-Wurttemberg;DE;49.0094,8.4044;AS8560 IONOS SE;76133;Europe/Berlin;33.5;20-03-2023 15:06:20
gnula.nu;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:20
gnula.se;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:20
d4m276jz6gztw.cloudfront.net;108.157.109.8;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.11;20-03-2023 15:06:20
goal.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:20
goltelevision.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:20
goodreads.com;52.94.237.126;OK;1;Ashburn;Virginia;US;39.0437,-77.4875;AS16509 Amazon.com, Inc.;20147;America/New_York;83.5;20-03-2023 15:06:21
google.com;142.250.201.78;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;3.54;20-03-2023 15:06:21
google.es;216.58.215.163;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;3.48;20-03-2023 15:06:21
googleadservices.com;142.250.184.162;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;3.19;20-03-2023 15:06:22
google-public-dns-a.google.com;8.8.8.8;OK;1;Mountain View;California;US;37.4056,-122.0775;AS15169 Google LLC;94043;America/Los_Angeles;3.44;20-03-2023 15:06:22
habbo.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:22
halifax.co.uk;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:22
hbbtv.org;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:22
hi5.com;135.84.35.167;OK;2;San Francisco;California;US;37.7974,-122.4001;AS36080 IFWE INC;94111;America/Los_Angeles;156;20-03-2023 15:06:23
hitfm.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:23
hola.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:23
e7173.a.akamaiedge.net;23.74.93.231;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16625 Akamai Technologies, Inc.;28009;Europe/Madrid;2.87;20-03-2023 15:06:23
a1817.dscd.akamai.net;184.28.177.36;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS20940 Akamai International B.V.;28009;Europe/Madrid;2.97;20-03-2023 15:06:24
hosteurope.es;192.124.249.102;OK;1;Menifee;California;US;33.7283,-117.1464;AS30148 Sucuri;92584;America/Los_Angeles;27.8;20-03-2023 15:06:25
hostgator.com;18.220.249.233;OK;2;Hilliard;Ohio;US;40.0334,-83.1582;AS16509 Amazon.com, Inc.;43026;America/New_York;98.2;20-03-2023 15:06:25
hostinet.com;194.116.147.41;OK;1;Basauri;Basque Country;ES;43.2397,-2.8858;AS56732 hostinet AS;48970;Europe/Madrid;10.7;20-03-2023 15:06:26
hotmail.com;204.79.197.212;OK;1;Redmond;Washington;US;47.6740,-122.1215;AS8068 Microsoft Corporation;98052;America/Los_Angeles;2.91;20-03-2023 15:06:26
hsbc.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:26
hyvesgames.nl;104.21.24.3;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.29;20-03-2023 15:06:27
ibercaja.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:27
icbc.lu;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:27
icheckmovies.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:27
icloud.com;17.253.144.10;OK;1;Cupertino;California;US;37.3230,-122.0322;AS714 Apple Inc.;95014;America/Los_Angeles;24.3;20-03-2023 15:06:27
icontact.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:27
idealista.com;199.232.194.137;OK;2;San Francisco;California;US;37.7621,-122.3971;AS54113 Fastly, Inc.;94107;America/Los_Angeles;2.83;20-03-2023 15:06:28
imqq.com;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:29
indra.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:29
infojobs.net;18.67.240.109;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;2.42;20-03-2023 15:06:29
ing.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:29
ingenico.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:29
instagram.com;185.60.219.174;OK;1;Paris;Île-de-France;FR;48.8534,2.3488;AS32934 Facebook, Inc.;75000;Europe/Paris;22.2;20-03-2023 15:06:29
instant-gaming.com;104.22.77.100;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.42;20-03-2023 15:06:30
intereconomia.com;151.139.128.10;OK;1;Dallas;Texas;US;32.7939,-96.8319;AS20446 StackPath, LLC.;75207;America/Chicago;2.72;20-03-2023 15:06:30
intuit.com;184.84.16.115;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16625 Akamai Technologies, Inc.;28009;Europe/Madrid;2.58;20-03-2023 15:06:31
inversis.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:31
ionos.com;74.208.255.134;OK;3;Kansas City;Missouri;US;39.0997,-94.5786;AS8560 IONOS SE;64106;America/Chicago;134;20-03-2023 15:06:32
ionos.es;217.160.86.79;OK;1;Karlsruhe;Baden-Wurttemberg;DE;49.0019,8.4287;AS8560 IONOS SE;76137;Europe/Berlin;4.23;20-03-2023 15:06:32
isc.org;149.20.1.66;OK;2;San Jose;California;US;37.3394,-121.8950;AS1280 Internet Systems Consortium, Inc.;95103;America/Los_Angeles;169;20-03-2023 15:06:33
java.com;23.58.159.186;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS20940 Akamai International B.V.;28009;Europe/Madrid;3.14;20-03-2023 15:06:33
jazztel.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:33
jnj.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:33
johnsoncontrols.com;45.60.196.141;OK;2;Redwood City;California;US;37.5331,-122.2486;AS19551 Incapsula Inc;94065;America/Los_Angeles;96.5;20-03-2023 15:06:34
jpush.cn;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:35
juegos.com;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:36
just-eat.es;172.64.145.22;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.79;20-03-2023 15:06:36
kaspersky.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:36
kinepolis.es;184.28.177.4;OK;2;Madrid;Madrid;ES;40.4165,-3.7026;AS20940 Akamai International B.V.;28009;Europe/Madrid;3.82;20-03-2023 15:06:37
kinguin.net;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:37
kiwi.com;104.16.192.226;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.22;20-03-2023 15:06:37
kiwibox.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:37
lanacion.com.ar;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:37
lasexta.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:37
last.fm;34.96.123.111;OK;1;Kansas City;Missouri;US;39.0997,-94.5786;AS396982 Google LLC;64106;America/Chicago;3.89;20-03-2023 15:06:38
lavanguardia.com;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:38
lavozdegalicia.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:38
lecturas.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:38
liberbank.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:38
libertaddigital.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:38
lilly.com;184.28.177.9;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS20940 Akamai International B.V.;28009;Europe/Madrid;3.61;20-03-2023 15:06:39
linkedin.com;13.107.42.14;OK;1;Redmond;Washington;US;47.6740,-122.1215;AS8068 Microsoft Corporation;98052;America/Los_Angeles;3.54;20-03-2023 15:06:39
liruch.com;172.67.6.42;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;4.17;20-03-2023 15:06:40
live.com;204.79.197.212;OK;1;Redmond;Washington;US;47.6740,-122.1215;AS8068 Microsoft Corporation;98052;America/Los_Angeles;3.32;20-03-2023 15:06:40
livejasmin.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:41
livenation.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:41
lloydsbank.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:42
locafm.com;87.98.229.247;OK;1;Lille;Hauts-de-France;FR;50.6330,3.0586;AS16276 OVH SAS;59000;Europe/Paris;24.7;20-03-2023 15:06:42
www.tm.a.prd.aadg.trafficmanager.net;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:43
www.tm.ak.prd.aadg.trafficmanager.net;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:43
longlines.com;142.93.190.114;OK;3;Clifton;New Jersey;US;40.8344,-74.1377;AS14061 DigitalOcean, LLC;7014;America/New_York;96.8;20-03-2023 15:06:44
los40.com;199.232.194.133;OK;1;San Francisco;California;US;37.7621,-122.3971;AS54113 Fastly, Inc.;94107;America/Los_Angeles;3.58;20-03-2023 15:06:45
lovestv.es;45.60.13.211;OK;1;Redwood City;California;US;37.5331,-122.2486;AS19551 Incapsula Inc;94065;America/Los_Angeles;3.95;20-03-2023 15:06:45
m.cellufun.com;34.160.35.70;OK;1;Kansas City;Missouri;US;39.0997,-94.5786;AS15169 Google LLC;64106;America/Chicago;3.03;20-03-2023 15:06:46
m.itsmy.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:46
maersk.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:46
v4-edge.gycpi.b.yahoodns.net;188.125.95.240;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS10310 Oath Holdings Inc.;28001;Europe/Madrid;3.86;20-03-2023 15:06:47
mail.com;82.165.229.87;OK;1;Karlsruhe;Baden-Wurttemberg;DE;49.0094,8.4044;AS8560 IONOS SE;76133;Europe/Berlin;34.3;20-03-2023 15:06:47
mailchimp.com;23.73.162.52;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16625 Akamai Technologies, Inc.;28009;Europe/Madrid;3.23;20-03-2023 15:06:47
mailjet.com;147.75.40.150;OK;1;New York City;New York;US;40.7139,-74.0070;AS54825 Packet Host, Inc.;10007;America/New_York;33.5;20-03-2023 15:06:48
maps.google.com;142.250.200.78;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;2.94;20-03-2023 15:06:48
marca.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:48
marketingplatform.google.com;142.250.200.78;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;3.43;20-03-2023 15:06:49
maxima.fm;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:49
mcafee.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:49
mcdonalds.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:49
mediafire.com;104.16.53.48;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.77;20-03-2023 15:06:49
mediamarkt.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:49
mediaset.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:49
mediatek.com;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:50
medium.com;162.159.153.4;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;2.57;20-03-2023 15:06:50
meetic.es;62.23.26.24;OK;1;Paris;Île-de-France;FR;48.8534,2.3488;AS8220 COLT Technology Services Group Limited;75000;Europe/Paris;26.7;20-03-2023 15:06:51
meetme.com;204.145.125.82;OK;1;New York City;New York;US;40.7143,-74.0060;AS46656 MeetMe, Inc.;10004;America/New_York;91.7;20-03-2023 15:06:51
meetup.com;151.101.66.217;OK;2;San Francisco;California;US;37.7621,-122.3971;AS54113 Fastly, Inc.;94107;America/Los_Angeles;3.06;20-03-2023 15:06:52
atresmedia.map.fastly.net;151.101.133.89;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS54113 Fastly, Inc.;28001;Europe/Madrid;2.65;20-03-2023 15:06:53
megadede.com;104.21.82.233;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.23;20-03-2023 15:06:53
megastar.fm;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:53
mejortorrent.com;69.16.230.42;OK;1;Lansing;Michigan;US;42.7325,-84.5555;AS32244 Liquid Web, L.L.C;48901;America/Detroit;115;20-03-2023 15:06:54
mejortorrent.org;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:54
melodia-fm.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:54
memopal.com;31.169.105.67;OK;1;Rome;Lazio;IT;41.8919,12.5113;AS197845 WESTPOLE S.P.A.;118;Europe/Rome;39.7;20-03-2023 15:06:55
mercabarna.es;134.0.8.145;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS197712 CDmon;28001;Europe/Madrid;13.2;20-03-2023 15:06:55
merchante-solutions.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:55
cname-app-com-amsproxy.w.mi-dun.com;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:56
microbank.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:56
microsoft.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:56
milanuncios.com;18.67.240.101;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.50;20-03-2023 15:06:56
miniclip.com;54.192.95.78;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;2.92;20-03-2023 15:06:57
mitele.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:57
mixi.jp;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:58
mlb.tv;34.102.169.19;OK;1;Kansas City;Missouri;US;39.0997,-94.5786;AS396982 Google LLC;64106;America/Chicago;3.43;20-03-2023 15:06:58
mocospace.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:58
mondelezinternational.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:58
moovitapp.com;18.154.22.43;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.27;20-03-2023 15:06:58
mparticle.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:58
msn.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:58
mundodeportivo.com;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;20-03-2023 15:06:59
youtube-ui.l.google.com;142.250.178.174;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;2.57;20-03-2023 15:07:00
