host;public_ip;status;attempts;city;region;country;location;organization;postal;timezone;latency (ms);date
ashleymadison.com;104.16.119.62;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.34;27-04-2023 18:24:19
asmallworld.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:19
asos.com;96.16.86.222;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS20940 Akamai International B.V.;28001;Europe/Madrid;2.53;27-04-2023 18:24:19
atrapalo.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:19
n.sni.global.fastly.net;151.101.133.91;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS54113 Fastly, Inc.;28001;Europe/Madrid;2.90;27-04-2023 18:24:20
atresplayer.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:20
authorize.net;162.159.152.2;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;2.67;27-04-2023 18:24:20
avast.com;104.83.213.136;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16625 Akamai Technologies, Inc.;28001;Europe/Madrid;3.24;27-04-2023 18:24:20
avg.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:21
dr49lng3n1n2s.cloudfront.net;18.67.238.68;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.49;27-04-2023 18:24:21
badoo.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:21
baidu.com;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:22
bancofar.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:22
bancopichincha.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:22
bancopopular.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:23
bancosantander.es;23.216.112.165;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16625 Akamai Technologies, Inc.;28001;Europe/Madrid;3.23;27-04-2023 18:24:23
bancsabadell.com;45.148.222.10;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS60813 Banco Sabadell;28001;Europe/Madrid;11.8;27-04-2023 18:24:24
bandcamp.com;151.101.66.132;OK;1;San Francisco;California;US;37.7621,-122.3971;AS54113 Fastly, Inc.;94107;America/Los_Angeles;2.55;27-04-2023 18:24:24
bankia.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:24
bankinter.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:24
bankoa.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:24
bankofbeijing.com.cn;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:24
bantierra.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:24
barclays.co.uk;104.83.182.122;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16625 Akamai Technologies, Inc.;28001;Europe/Madrid;3.24;27-04-2023 18:24:25
bbva.es;104.83.211.222;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16625 Akamai Technologies, Inc.;28001;Europe/Madrid;3.08;27-04-2023 18:24:25
be.ceca.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:25
be2.es;93.104.242.20;OK;1;Thannhausen;Bavaria;DE;48.2833,10.4692;AS8767 M-net Telekommunikations GmbH;86470;Europe/Berlin;34.3;27-04-2023 18:24:26
bebee.com;62.97.142.16;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS9165 PROSODIE IBERICA SL;28001;Europe/Madrid;3.61;27-04-2023 18:24:26
beinconnect.es;18.154.41.91;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;2.78;27-04-2023 18:24:26
bemad.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:26
bet365.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:27
bing.com;204.79.197.200;OK;1;Redmond;Washington;US;47.6740,-122.1215;AS8068 Microsoft Corporation;98052;America/Los_Angeles;2.56;27-04-2023 18:24:27
blogger.com;142.250.184.9;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;2.94;27-04-2023 18:24:28
blogs.route53.opera.com;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:28
Blogspot.com;142.250.200.137;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;10.5;27-04-2023 18:24:29
bluehost.com;104.18.29.109;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.78;27-04-2023 18:24:29
bmcebank.ma;212.217.29.195;OK;1;Abadou;Marrakesh-Safi;MA;31.5792,-7.3131;AS6713 Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM;42072;Africa/Casablanca;25.4;27-04-2023 18:24:30
bmce-intl.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:30
bnl.it;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:30
bnpparibas.es;104.83.176.186;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16625 Akamai Technologies, Inc.;28001;Europe/Madrid;3.27;27-04-2023 18:24:30
boing.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:30
booking.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:30
burguerkingencasa.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:30
buysellads.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:30
buzznet.com;34.148.19.16;OK;3;North Charleston;South Carolina;US;32.8929,-80.0458;AS396982 Google LLC;29418;America/New_York;96.2;27-04-2023 18:24:31
cadena100.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:31
cadenadial.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:31
cadenaser.com;2.21.37.22;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS20940 Akamai International B.V.;28001;Europe/Madrid;6.80;27-04-2023 18:24:32
caixabank.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:32
caixabank.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:32
callstats.io;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:33
canalextremadura.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:33
canalsur.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:33
carbonads.net;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:33
care2.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:33
caringbridge.org;108.157.109.47;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.29;27-04-2023 18:24:33
casadellibro.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:33
casalemedia.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:33
cashconverters.es;108.157.98.31;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.15;27-04-2023 18:24:34
cashparking.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:34
ccma.cat;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:34
c-date.es;93.104.242.20;OK;1;Thannhausen;Bavaria;DE;48.2833,10.4692;AS8767 M-net Telekommunikations GmbH;86470;Europe/Berlin;34.7;27-04-2023 18:24:34
cdkeys.com;172.67.69.86;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.65;27-04-2023 18:24:34
cecabank.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:34
cherryroad.com;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:38
chinafm.es;217.13.94.225;OK;1;Valencia;Valencia;ES;39.4697,-0.3774;AS25487 Digital Value SL;46001;Europe/Madrid;19.1;27-04-2023 18:24:38
cinesa.es;104.18.27.207;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.95;27-04-2023 18:24:38
clarin.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:38
classmates.com;104.18.25.23;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.72;27-04-2023 18:24:39
cliver.tv;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:39
cloob.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:39
cnnespanol.go-vip.net;192.0.66.142;OK;2;San Francisco;California;US;37.7509,-122.4153;AS2635 Automattic, Inc;94110;America/Los_Angeles;4.23;27-04-2023 18:24:39
coches.net;54.192.95.9;OK;2;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;2.79;27-04-2023 18:24:40
comercios.ceca.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:40
comlaude.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:40
constantcontact.com;208.75.122.14;OK;1;Boston;Massachusetts;US;42.3584,-71.0598;AS40444 Constant Contact, Inc;2108;America/New_York;105;27-04-2023 18:24:41
cootlogix.com;34.117.168.233;OK;1;Kansas City;Missouri;US;39.0997,-94.5786;AS396982 Google LLC;64106;America/Chicago;3.16;27-04-2023 18:24:41
cope.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:41
couchsurfing.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:41
crashlytics.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:41
criteo.com;52.222.139.15;OK;1;Amsterdam;North Holland;NL;52.3740,4.8897;AS16509 Amazon.com, Inc.;1012;Europe/Amsterdam;31.8;27-04-2023 18:24:42
crtvg.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:42
cuatro.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:42
dailymotion.com;195.8.215.136;OK;1;Paris;Île-de-France;FR;48.8534,2.3488;AS41690 Dailymotion S.A.;75000;Europe/Paris;22.4;27-04-2023 18:24:42
db.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:42
dbonline.deutsche-bank.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:42
deezer.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:42
icio.us;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:43
deliveroo.es;104.18.27.160;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.13;27-04-2023 18:24:43
delivery.karmabu.cdn.orange.com;90.84.143.153;OK;2;Paris;Île-de-France;FR;48.8534,2.3488;AS5511 Orange S.A.;75000;Europe/Paris;10.5;27-04-2023 18:24:44
deloitte.com;170.194.156.208;OK;1;Washington;Washington, D.C.;US;38.8951,-77.0364;AS26342 Deloitte Touche Tohmatsu Services, Inc.;20004;America/New_York;107;27-04-2023 18:24:44
deviantart.com;108.157.98.61;OK;2;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.04;27-04-2023 18:24:45
diasp.org;170.39.215.215;OK;1;Bend;Oregon;US;44.0582,-121.3153;AS397423 Tier.Net Technologies LLC;97708;America/Los_Angeles;167;27-04-2023 18:24:45
disneyplus.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:45
divinity.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:45
divxtotal.com;172.67.220.18;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;2.76;27-04-2023 18:24:46
divxtotal3.net;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:46
dixmax.com;188.114.97.5;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.26;27-04-2023 18:24:47
dl.cube.lodz.karma.orange.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:47
dominospizza.es;194.224.110.10;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS3352 TELEFONICA DE ESPANA S.A.U.;28001;Europe/Madrid;4.64;27-04-2023 18:24:47
part-0015.t-0009.fdv2-t-msedge.net;13.107.237.43;OK;1;Redmond;Washington;US;47.6740,-122.1215;AS8075 Microsoft Corporation;98052;America/Los_Angeles;3.17;27-04-2023 18:24:47
doubleclick.com;142.250.201.78;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;3.64;27-04-2023 18:24:48
doubleclick.net;216.58.215.174;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;3.18;27-04-2023 18:24:48
dribbble.com;192.229.220.206;OK;2;Culver City;California;US;33.9728,-118.4276;AS15133 Edgecast Inc.;90094;America/Los_Angeles;3.88;27-04-2023 18:24:49
dropbox.com;162.125.248.18;OK;1;San Francisco;California;US;37.7621,-122.3971;AS19679 Dropbox, Inc.;94107;America/Los_Angeles;3.09;27-04-2023 18:24:49
ds-hostingsolutions.net;15.197.172.60;OK;2;Seattle;Washington;US;47.6339,-122.3476;AS16509 Amazon.com, Inc.;98109;America/Los_Angeles;24.5;27-04-2023 18:24:50
dwolla.com;104.16.76.153;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.20;27-04-2023 18:24:50
ebay.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:50
ebay.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:50
ebnbanco.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:50
edarling.es;104.18.31.109;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;2.83;27-04-2023 18:24:51
edreams.es;35.246.196.126;OK;1;Frankfurt am Main;Hesse;DE;50.1155,8.6842;AS396982 Google LLC;60306;Europe/Berlin;29.4;27-04-2023 18:24:51
ehu.eus;158.227.0.65;OK;1;Bilbao;Basque Country;ES;43.2627,-2.9253;AS15488 Universidad del Pais Vasco - Euskal Herriko Unibertsitatea;48001;Europe/Madrid;13.5;27-04-2023 18:24:52
eitb.eus;151.101.66.133;OK;2;San Francisco;California;US;37.7621,-122.3971;AS54113 Fastly, Inc.;94107;America/Los_Angeles;3.41;27-04-2023 18:24:52
elcomercio.pe;92.123.238.210;OK;1;Paris;Île-de-France;FR;48.8534,2.3488;AS20940 Akamai International B.V.;75000;Europe/Paris;24.2;27-04-2023 18:24:53
elconfidencial.com;107.154.106.101;OK;2;Redwood City;California;US;37.5331,-122.2486;AS19551 Incapsula Inc;94065;America/Los_Angeles;99.0;27-04-2023 18:24:53
elcorteingles.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:53
eldiario.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:54
eleconomista.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:54
elespanol.com;54.192.95.43;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;4.23;27-04-2023 18:24:54
elespectador.com;23.206.172.16;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS20940 Akamai International B.V.;28001;Europe/Madrid;3.25;27-04-2023 18:24:55
elitetorrent.biz;50.28.56.190;OK;3;Lansing;Michigan;US;42.7325,-84.5555;AS32244 Liquid Web, L.L.C;48901;America/Detroit;106;27-04-2023 18:24:56
elmundo.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:56
elpais.com;84.53.133.107;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS20940 Akamai International B.V.;28001;Europe/Madrid;2.41;27-04-2023 18:24:56
elperiodico.com;195.76.147.109;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS3352 TELEFONICA DE ESPANA S.A.U.;28019;Europe/Madrid;4.61;27-04-2023 18:24:57
eltenedor.es;151.101.66.133;OK;1;San Francisco;California;US;37.7621,-122.3971;AS54113 Fastly, Inc.;94107;America/Los_Angeles;2.90;27-04-2023 18:24:57
eltiempo.com;45.60.131.135;OK;1;Redwood City;California;US;37.5331,-122.2486;AS19551 Incapsula Inc;94065;America/Los_Angeles;106;27-04-2023 18:24:57
eltiempo.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:58
wx.mail.qq.com;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:58
energytv.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:58
enom.com;199.16.172.29;OK;2;San Antonio;Texas;US;29.4241,-98.4936;AS2635 Automattic, Inc;78205;America/Chicago;3.55;27-04-2023 18:24:59
entradas.com;104.83.215.80;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16625 Akamai Technologies, Inc.;28001;Europe/Madrid;3.04;27-04-2023 18:24:59
epicgames.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:24:59
e11956.x.akamaiedge.net;23.51.230.141;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16625 Akamai Technologies, Inc.;28001;Europe/Madrid;3.24;27-04-2023 18:25:00
j.sni.global.fastly.net;151.101.134.132;OK;2;Madrid;Madrid;ES;40.4165,-3.7026;AS54113 Fastly, Inc.;28001;Europe/Madrid;2.55;27-04-2023 18:25:00
es.hboespana.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;27-04-2023 18:25:00
s3-website.us-east-1.amazonaws.com;52.217.194.213;OK;1;Ashburn;Virginia;US;39.0437,-77.4875;AS16509 Amazon.com, Inc.;20147;America/New_York;83.6;27-04-2023 18:25:01
f2.shared.global.fastly.net;151.101.134.2;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS54113 Fastly, Inc.;28001;Europe/Madrid;2.77;27-04-2023 18:25:01
pop-ltx1-lx.mix.linkedin.com;144.2.15.25;OK;2;Dallas;Texas;US;32.7831,-96.8067;AS14413 LinkedIn Corporation;75201;America/Chicago;128;27-04-2023 18:25:02
